"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"U/N Reef (19-138)","19-138","Manta Tow",2021,2020,"2020/2022","WH",9,NA,NA,NA,NA,18.3,20.4,2.2,-20.6,20.6,0,3.52,7.7,9.96,25.48,6.94,0.54,2.01,0.62,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Barren Island Reef (22-009)","22-009","MMP Inshore",2025,2024,"2024","CB",2,"b",NA,"further decline as a result of bleaching in 2024",NA,26,21.5,-4.4,-20.5,20.5,4.4,11.06,53.1,9.56,24.88,10,0.62,2.62,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Agincourt Reefs (No 1) (15-099c)","15-099c","LTMP Benthic",2018,2017,"2016/2017","CA",9,NA,NA,NA,NA,12.2,12.7,0.6,-20.5,20.5,0,8.16,34,15.42,27.58,6.89,0.22,1.5,0.78,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Low Islands Reef (16-028)","16-028","LTMP Benthic",2025,2024,"2024","CA",9,"m","Jasper",NA,NA,37.7,31,-6.7,-20.4,20.4,6.7,6.42,7.4,10.43,26.82,11.54,0.13,2.13,0.8,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Myrmidon Reef (18-034)","18-034","Manta Tow",2017,2017,"2016/2017","TO",9,NA,NA,NA,NA,10.1,15.7,5.5,-20.2,20.2,0,7.46,8.8,23.2,27.46,7.24,0.27,1.52,0.67,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Chinaman Reef (22-102)","22-102","LTMP Benthic",2021,2020,"2020/2022","SW",9,NA,NA,NA,NA,15.4,16.5,1.1,-20.1,20.1,0,6.6,9.1,12.13,25.06,0,0.38,1.84,0.53,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pelican Island Reef (23-017)","23-017","MMP Inshore",2025,2024,"2024","CB",5,NA,NA,NA,NA,18.5,18.1,-0.4,-20,20,0.4,13.26,0.5,7.57,24.32,10.48,0.15,2.84,0.55,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Monsoon Reef (11-029)","11-029","LTMP Benthic",2025,2024,"2024","CG",9,NA,NA,NA,NA,16.6,15.9,-0.7,-19.9,19.9,0.7,5.4,4.4,16.91,27.62,6.55,0.24,1.58,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"North Direction Reef (14-143)","14-143","LTMP Benthic",2023,2022,"2020/2022","CL",9,NA,NA,NA,NA,12,11.7,-0.3,-19.9,19.9,0.3,4.36,40.3,30.63,27.32,6.57,0.26,1.68,0.77,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Chicken Reef (18-086)","18-086","Manta Tow",2024,2023,NA,"TO",9,"m","Kirrily",NA,NA,32.9,26.4,-6.5,-19.8,19.8,6.5,0.85,54.8,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (20-353)","20-353","LTMP Benthic",2018,2017,"2016/2017","PO",9,NA,NA,NA,NA,26.1,26.6,0.4,-19.7,19.7,0,2.92,31.5,19.51,26.13,6.76,0.36,1.73,0.56,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Langford-Bird Reef (20-019)","20-019","LTMP Benthic",1999,1998,"1998/2002","WH",9,NA,NA,NA,NA,17.6,17.6,0,-19.7,19.7,0,0.61,11,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"John Brewer Reef (18-075)","18-075","LTMP Benthic",2017,2017,"2016/2017","TO",9,"b",NA,"2- bl no mortality, 2016/17 summer bleaching",NA,24,25.8,1.8,-19.6,19.6,0,5.7,61.7,16.07,27.01,0,0.26,1.72,0.64,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Feather Reef (17-034)","17-034","Manta Tow",2024,2023,NA,"IN",9,NA,NA,NA,NA,22.2,19.4,-2.7,-19.5,19.5,2.7,0.93,24.8,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Erskine Reef (23-068)","23-068","LTMP Benthic",2018,2017,"2016/2017","CB",9,"m",NA,"high disease and unknown scaring 113",NA,31,27.5,-3.5,-19.4,19.4,3.5,1.74,67.6,18.36,24.63,7.35,0.35,2.17,0.55,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pelican Island Reef (23-017)","23-017","MMP Inshore",2024,2024,"2024","CB",5,"b",NA,"bleaching still evident at time of surveys",NA,18.9,18.5,-0.4,-19.4,19.4,0.4,13.26,1.6,7.57,24.32,10.48,0.15,2.84,0.55,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2021,2021,NA,"TO",2,"b",NA,"bleaching at time of previous survey",NA,22.1,20.4,-1.7,-19.3,19.3,1.7,1.78,40.7,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Hastings Reef (16-057)","16-057","LTMP Benthic",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC.  2015/16 summer bleaching, COTS removal-646",NA,32.2,25.8,-6.4,-19.2,19.2,6.4,5.29,26,16.39,26.7,0,0.27,1.8,0.57,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Lizard Island Reef (North West) (14-116a)","14-116a","LTMP Benthic",2021,2020,"2020/2022","CL",9,NA,NA,NA,NA,7,10.4,3.4,-19.2,19.2,0,5.3,6.6,26.73,26.31,8.99,0.23,2,0.81,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Hyde Reef (19-207)","19-207","Manta Tow",1999,1998,"1998/2002","WH",9,NA,NA,NA,NA,32.5,28.9,-3.6,-19.2,19.2,3.6,1.1,21.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Rib Reef (18-032)","18-032","Manta Tow",2023,2022,"2020/2022","TO",9,NA,NA,NA,NA,24.1,22.7,-1.5,-19.1,19.1,1.5,5.2,14.4,16.67,26.66,7.44,0.24,1.89,0.6,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"East Cay Reef (21-305)","21-305","Manta Tow",2018,2017,"2016/2017","SW",9,NA,NA,NA,NA,32.4,28.7,-3.6,-19.1,19.1,3.6,1.79,19.1,16.97,26.01,0,0.31,1.59,0.59,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (21-060)","21-060","LTMP Benthic",2024,2023,NA,"PO",9,"b",NA,"DHW 8.99",NA,12.7,14.7,2,-19,19,0,0.65,43.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"McSweeney Reef (11-016)","11-016","LTMP Benthic",2025,2024,"2024","CG",9,NA,NA,NA,NA,11.2,11.7,0.5,-18.8,18.8,0,5.43,0,14.97,27.63,6.72,0.25,1.57,0.81,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2024,2024,"2024","IN",2,NA,NA,NA,NA,13,13.3,0.3,-18.8,18.8,0,4.12,32.6,14.27,26.55,7.35,0.2,2.33,0.71,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"East Cay Reef (21-305)","21-305","LTMP Benthic",2017,2016,"2016/2017","SW",9,NA,NA,NA,NA,23.3,22.9,-0.4,-18.8,18.8,0.4,0,19.3,16.86,25.7,0,0.31,1.87,0.62,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2017,2017,"2016/2017","IN",5,"b",NA,NA,NA,16.2,15.8,-0.4,-18.7,18.7,0.4,7.35,1.3,14.27,26.99,0,0.23,2.18,0.71,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (21-060)","21-060","LTMP Benthic",2025,2024,"2024","PO",9,NA,NA,NA,NA,14.7,16.3,1.7,-18.7,18.7,0,8.99,41.9,19.13,25.78,8.85,0.38,2.05,0.59,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dip Reef (18-039)","18-039","LTMP Benthic",2023,2022,"2020/2022","TO",9,"b",NA,"21% bleached on scuba in 2022, DHW 5",NA,31.7,25,-6.7,-18.7,18.7,6.7,5.36,57.6,19.18,26.97,6.91,0.33,1.67,0.62,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Michaelmas Reef (16-060)","16-060","Manta Tow",2023,2022,"2020/2022","CA",9,NA,NA,NA,NA,10.8,14.3,3.4,-18.4,18.4,0,4.76,15.5,16.29,27.15,7.51,0.24,1.75,0.7,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Myrmidon Reef (18-034)","18-034","LTMP Benthic",2017,2017,"2016/2017","TO",9,NA,NA,NA,NA,23.1,24.8,1.7,-18.3,18.3,0,7.46,8.8,23.2,27.46,7.24,0.27,1.52,0.67,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Rebe Reef (19-209)","19-209","LTMP Benthic",1999,1998,"1998/2002","WH",9,NA,NA,NA,NA,18.6,18.3,-0.3,-18.2,18.2,0.3,1.15,11.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Gannett Cay Reef (21-556)","21-556","LTMP Benthic",2024,2023,NA,"SW",9,NA,NA,NA,NA,5,7,2,-18.2,18.2,0,0.29,3.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"No Name Reef (14-139)","14-139","Manta Tow",2023,2022,"2020/2022","CL",9,NA,NA,NA,NA,23.1,21.9,-1.2,-18.2,18.2,1.2,4.32,17.8,11.39,27.51,7.87,0.5,1.55,0.75,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Dent Reef (No 1) (20-058a)","20-058a","MMP Inshore",2023,2023,NA,"WH",2,NA,NA,NA,NA,20.6,20.2,-0.4,-18,18,0.4,0.14,7,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Agincourt Reefs (No 1) (15-099c)","15-099c","Manta Tow",2025,2024,"2024","CA",9,"m",NA,"Aerial bl 3 2024 DHW 6.97",NA,44.6,34.1,-10.5,-18,18,10.5,6.97,38.2,12.25,27.28,7.74,0.18,1.57,0.73,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Green Island Reef (16-049)","16-049","LTMP Benthic",2017,2016,"2016/2017","CA",9,NA,NA,NA,NA,5.5,7.9,2.4,-18,18,0,3.67,1.9,8.79,26.59,0,0.23,2,0.66,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (21-187)","21-187","LTMP Benthic",2018,2017,"2016/2017","SW",9,NA,NA,NA,NA,24.5,24,-0.6,-18,18,0.6,2.35,27.8,13.8,25.95,0,0.51,1.66,0.58,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (21-139)","21-139","Manta Tow",2025,2024,"2024","SW",9,NA,NA,NA,NA,57.8,45.1,-12.7,-17.8,17.8,12.7,8.6,16.1,12.03,25.68,0,0.3,1.86,0.55,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Hastings Reef (16-057)","16-057","LTMP Benthic",2024,2023,NA,"CA",9,NA,NA,NA,NA,18.1,17,-1.1,-17.7,17.7,1.1,0.8,16.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (13-124)","13-124","Manta Tow",2017,2016,"2016/2017","PB",9,"m",NA,"COTS/bleaching",NA,24.8,21.8,-3,-17.7,17.7,3,7.04,25.5,17.7,26.63,0,0.28,1.74,0.68,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Magnetic Island Reef (No 2) (19-009c)","19-009c","MMP Inshore",2017,2017,"2016/2017","TO",2,"b",NA,NA,NA,17.5,15,-2.6,-17.6,17.6,2.6,7.8,8.7,14.27,26.74,6.46,0.13,2.5,0.64,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Daydream Reef (No 1) (20-035a)","20-035a","MMP Inshore",2024,2024,"2024","WH",2,NA,NA,NA,NA,1.5,2.9,1.3,-17.6,17.6,0,8.78,26,18.39,25.58,8.35,0.43,2.44,0.66,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lizard Island Reef (North West) (14-116a)","14-116a","LTMP Benthic",1999,1998,"1998/2002","CL",9,NA,NA,NA,NA,12.1,12.4,0.3,-17.5,17.5,0,1.17,1.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"MacGillivray Reef (14-114)","14-114","LTMP Benthic",2024,2023,NA,"CL",9,NA,NA,NA,NA,17.5,16.7,-0.8,-17.3,17.3,0.8,1.5,14.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Shute Reef (20-048)","20-048","MMP Inshore",2018,2018,NA,"WH",5,NA,NA,NA,NA,13.4,14.7,1.3,-17.3,17.3,0,0,40.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"North Direction Reef (14-143)","14-143","LTMP Benthic",1999,1998,"1998/2002","CL",9,NA,NA,NA,NA,16.9,15.9,-0.9,-17.1,17.1,0.9,1.25,11.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Helix Reef (18-076)","18-076","LTMP Benthic",2024,2024,"2024","TO",9,"m","Kirrily","70 phys",NA,32.2,28.8,-3.4,-17,17,3.4,6.11,50.5,26.05,26.8,0,0.24,1.74,0.57,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Pompey Reef (No 1) (20-351a)","20-351a","LTMP Benthic",2025,2024,"2024","PO",9,NA,NA,NA,NA,27.1,24.9,-2.1,-17,17,2.1,8.63,22.5,12.01,25.82,8.94,0.45,2.05,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Wade Reef (21-588)","21-588","Manta Tow",2023,2022,"2020/2022","SW",9,NA,NA,NA,NA,11.6,13.6,2,-16.9,16.9,0,0.35,19.7,10.19,25.44,6.41,0.37,1.95,0.58,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Wade Reef (21-588)","21-588","LTMP Benthic",2023,2022,"2020/2022","SW",9,NA,NA,NA,NA,5.6,8.2,2.6,-16.8,16.8,0,0.35,19.7,10.19,25.44,6.41,0.37,1.95,0.58,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Tobias Spit (17-009a)","17-009a","MMP Inshore",2021,2021,NA,"IN",5,"m",NA,NA,NA,53.6,40,-13.6,-16.7,16.7,13.6,0.15,32.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (19-138)","19-138","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching event in 2002.  ditto",NA,24.3,23.2,-1.1,-16.6,16.6,1.1,2.74,21.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"MacGillivray Reef (14-114)","14-114","LTMP Benthic",2023,2022,"2020/2022","CL",9,NA,NA,NA,NA,18.3,17.5,-0.8,-16.5,16.5,0.8,3.88,9.4,22.32,27.31,8.66,0.31,1.71,0.78,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Rib Reef (18-032)","18-032","Manta Tow",2021,2020,"2020/2022","TO",9,NA,NA,NA,NA,11.5,13.1,1.6,-16.5,16.5,0,5.11,7.6,18.64,25.91,7.44,0.23,2.06,0.68,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Pine Island Reef (20-061)","20-061","MMP Inshore",2021,2021,NA,"WH",5,NA,NA,NA,NA,15.7,16.8,1.1,-16.5,16.5,0,0,3.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2024,2024,"2024","IN",5,NA,NA,NA,NA,20.1,19.2,-1,-16.3,16.3,1,4.12,2.2,14.27,26.55,7.35,0.2,2.33,0.71,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Snapper Reef (16-006)","16-006","MMP Inshore",2018,2018,NA,"CA",5,NA,NA,NA,NA,14.6,15.2,0.6,-16.3,16.3,0,0.23,8,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Centipede Reef (18-088)","18-088","Manta Tow",2003,2002,"1998/2002","TO",9,NA,NA,NA,NA,16.6,14,-2.6,-16.2,16.2,2.6,2.92,52.6,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Havannah Reef (18-065)","18-065","LTMP Benthic",2024,2024,"2024","TO",9,NA,NA,NA,NA,18.4,18.4,0,-16.1,16.1,0,6.92,42.1,14.27,26.31,7.62,0.14,2.46,0.65,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Border Island Reef (No 1) (20-067a)","20-067a","LTMP Benthic",2025,2024,"2024","WH",9,NA,NA,NA,NA,17.8,17.8,0,-16.1,16.1,0,6.89,3.6,14.27,25.84,7.66,0.25,2.2,0.63,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Snake Reef (14-087)","14-087","LTMP Benthic",2025,2024,"2024","CL",9,"b",NA,"hc declines",NA,26.6,22.9,-3.7,-16,16,3.7,6.91,15.5,8.69,26.92,11.54,0.15,1.9,0.8,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Knife Reef (18-081)","18-081","Manta Tow",2018,2017,"2016/2017","TO",9,"b",NA,"no decline HCC. Decline in manta coral cover.",NA,22.4,16.6,-5.8,-15.9,15.9,5.8,6.15,21.8,24.85,27.22,7,0.31,1.58,0.59,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Turner Reef (21-562)","21-562","LTMP Benthic",2023,2023,NA,"SW",9,NA,NA,NA,NA,6.4,8.9,2.5,-15.8,15.8,0,0,5.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Carter Reef (14-137)","14-137","Manta Tow",2024,2023,NA,"CL",9,NA,NA,NA,NA,28.9,26.6,-2.3,-15.7,15.7,2.3,2.34,15.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hook Island Reef (No 4) (20-028d)","20-028d","MMP Inshore",2023,2023,NA,"WH",2,NA,NA,NA,NA,7.3,7.4,0.1,-15.5,15.5,0,0.24,10.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b)","23-004b","MMP Inshore",2021,2021,NA,"CB",5,NA,NA,NA,NA,22.5,22.4,0,-15.5,15.5,0,0,86.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Havannah Reef (18-065)","18-065","MMP Inshore",2018,2018,NA,"TO",5,"b",NA,"disease associated with bleaching ongoing in 2017",NA,26.3,24.4,-1.9,-15.4,15.4,1.9,0,29.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2018,2018,NA,"TO",2,"b",NA,"disease associated with bleaching ongoing in 2017",NA,35.2,30.5,-4.7,-15.4,15.4,4.7,0,54.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"U/N Reef (22-088a)","22-088a","Manta Tow",2021,2020,"2020/2022","SW",9,NA,NA,NA,NA,27.7,29.5,1.8,-15.2,15.2,0,4.86,56,14.63,25.03,6.08,0.31,1.96,0.53,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"U/N Reef (11-049)","11-049","LTMP Benthic",2024,2023,NA,"CG",9,NA,NA,NA,NA,21.6,20.8,-0.8,-15.1,15.1,0.8,1.02,7.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mast Head Reef (23-069)","23-069","Manta Tow",2025,2024,"2024","CB",9,"b",NA,"DHW 11.17",NA,38.2,27.8,-10.4,-14.7,14.7,10.4,11.08,79.7,15.27,24.55,8.87,0.34,2.2,0.54,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Tobias Spit (17-009a)","17-009a","MMP Inshore",2017,2017,"2016/2017","IN",2,"m",NA,NA,NA,54,41.3,-12.6,-14.3,14.3,12.6,11.03,38.5,14.27,27.14,0,0.24,1.97,0.77,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Lagoon Reef (12-061)","12-061","Manta Tow",2025,2024,"2024","CG",9,"b",NA,"DHW 5.54- cots prior",NA,54.3,43.5,-10.8,-14.1,14.1,10.8,5.54,32.4,12.75,27.42,7.71,0.21,1.48,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Helix Reef (18-076)","18-076","Manta Tow",2024,2024,"2024","TO",9,"m","Kirrily","Cyclone Kirrily and DHW 6.11",NA,53.5,43.9,-9.6,-14.1,14.1,9.6,6.11,50.5,26.05,26.8,0,0.24,1.74,0.57,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Broomfield Reef (23-048)","23-048","Manta Tow",2017,2016,"2016/2017","CB",9,NA,NA,NA,NA,50.5,44.7,-5.8,-13.5,13.5,5.8,0,80.3,7.65,24.85,0,0.43,2.05,0.55,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Agincourt Reefs (No 1) (15-099c)","15-099c","LTMP Benthic",2025,2024,"2024","CA",9,"m",NA,"declines hc and sc B Jasper",NA,36.3,30.9,-5.3,-13.4,13.4,5.3,6.97,38.2,12.25,27.28,7.74,0.18,1.57,0.73,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Hyde Reef (19-207)","19-207","Manta Tow",2024,2024,"2024","WH",9,"b",NA,"DHW 9.2 to 10.15",NA,54.8,44.2,-10.6,-13.2,13.2,10.6,9.25,73,11.37,26.33,6.53,0.6,1.59,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-245)","21-245","Manta Tow",2025,2024,"2024","SW",9,NA,NA,NA,NA,39.9,34.2,-5.7,-12.9,12.9,5.7,6.22,38.3,15.13,26.13,0,0.31,1.62,0.57,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Linnet Reef (14-126)","14-126","LTMP Benthic",2024,2023,NA,"CL",9,"m",NA,NA,NA,36.9,31.7,-5.1,-12.4,12.4,5.1,1.23,75.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Erskine Reef (23-068)","23-068","Manta Tow",2021,2020,"2020/2022","CB",9,"b",NA,"DHW2020 8.7.  COTS culling in the region also",NA,41.9,36.5,-5.4,-12.3,12.3,5.4,8.85,64.6,16.65,24.3,7.35,0.36,2.16,0.55,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Erskine Reef (23-068)","23-068","LTMP Benthic",2025,2024,"2024","CB",9,"b",NA,"Aerial bl 4 2024 DHW 11.17",NA,46.4,39.8,-6.6,-11.9,11.9,6.6,11.17,82.1,18.58,24.58,8.85,0.35,2.16,0.54,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Rodda Reef (13-127)","13-127","Manta Tow",2025,2024,"2024","PB",9,"b",NA,"DHW 7.23",NA,40.1,34.3,-5.8,-11.4,11.4,5.8,7.23,59.4,8.72,27.3,6.99,0.18,1.57,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Fairfax Islands Reef (23-081)","23-081","Manta Tow",2023,2022,"2020/2022","CB",9,"m",NA,NA,NA,59.3,52.9,-6.4,-11,11,6.4,0.31,81.6,15.06,24.7,6.03,0.36,2.12,0.57,20,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Round-Russell Reef (17-013)","17-013","MMP Inshore",2017,2017,"2016/2017","IN",2,"m",NA,"cots and bleaching",NA,44,37.7,-6.3,-11,11,6.3,10.66,34.4,17.48,27.15,0,0.27,1.94,0.74,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Rebe Reef (19-209)","19-209","Manta Tow",2024,2024,"2024","WH",9,"b",NA,"DHW 9.3 to 11.1",NA,61.6,46.6,-15,-10.7,10.7,15,11.14,64,11.93,26.46,6.85,0.55,1.56,0.62,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Round-Russell Reef (17-013)","17-013","MMP Inshore",2018,2018,NA,"IN",5,NA,NA,NA,NA,53.4,44.7,-8.8,-10.5,10.5,8.8,0.3,46.1,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Round-Russell Reef (17-013)","17-013","MMP Inshore",2017,2017,"2016/2017","IN",5,"m",NA,"cots and bleaching",NA,65.6,53.4,-12.2,-10.1,10.1,12.2,10.66,34.4,17.48,27.15,0,0.27,1.94,0.74,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (20-354)","20-354","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"DHW 8.25",NA,48.8,41.7,-7.1,-10.1,10.1,7.1,8.24,52.5,20.19,25.88,6.45,0.35,1.84,0.56,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Barren Island Reef (22-009)","22-009","MMP Inshore",2024,2024,"2024","CB",5,"b",NA,"bleaching still evident at time of surveys",NA,70.4,62.1,-8.3,-9.3,9.3,8.3,11.06,93.3,9.56,24.88,10,0.62,2.62,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Slate Reef (19-159)","19-159","LTMP Benthic",2024,2024,"2024","WH",9,"b",NA,NA,NA,46.1,40,-6.1,-9.3,9.3,6.1,8.61,65.9,10.91,26.41,6.48,0.65,1.6,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Sand Bank No 1 Reef (14-045)","14-045","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 8.19",NA,44.9,37.6,-7.3,-9.3,9.3,7.3,7.16,35.9,9.51,27.25,11.67,0.32,1.61,0.77,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"St Crispin Reef (16-019)","16-019","LTMP Benthic",2025,2024,"2024","CA",9,"m",NA,"DHW 6.98",NA,39,33.2,-5.8,-8.4,8.4,5.8,5.87,59.1,22.73,27.2,6.34,0.21,1.63,0.72,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
